key,status,merged_into_gene_id
A0A1X9WDF2,merged_as_alt_id,GeneID:32959006
A0A1X9WDF3,truly_missing,
A0A1X9WDF4,truly_missing,
A0A1X9WDF5,truly_missing,
A0A1X9WDF6,merged_as_alt_id,WXH74570.1
A0A1X9WDF7,merged_as_alt_id,WXH74571.1
A0A1X9WDF8,merged_as_alt_id,GeneID:32958971
A0A1X9WDF9,truly_missing,
A0A1X9WDG0,merged_as_alt_id,WXH74562.1
A0A1X9WDG1,merged_as_alt_id,WXH74566.1
A0A1X9WDG2,truly_missing,
A0A1X9WDG3,truly_missing,
A0A1X9WDG5,merged_as_alt_id,WXH74578.1
A0A1X9WDG6,merged_as_alt_id,WXH74579.1
A0A1X9WDG9,truly_missing,
A0A1X9WDH0,merged_as_alt_id,WXH74580.1
A0A1X9WDH1,merged_as_alt_id,WXH74573.1
A0A1X9WDH2,merged_as_alt_id,WXH74602.1
A0A1X9WDH3,truly_missing,
A0A1X9WDH5,truly_missing,
A0A1X9WDH6,truly_missing,
A0A1X9WDH7,merged_as_alt_id,WXH74596.1
A0A1X9WDH8,merged_as_alt_id,WXH74591.1
A0A1X9WDI1,truly_missing,
A0A1X9WDI2,merged_as_alt_id,WXH74593.1
A0A1X9WDI3,truly_missing,
A0A1X9WDI4,merged_as_alt_id,GeneID:32958994
A0A1X9WDI5,truly_missing,
A0A1X9WDI7,merged_as_alt_id,WXH74595.1
A0A1X9WDI9,merged_as_alt_id,WXH74598.1
A0A1X9WDJ4,merged_as_alt_id,WXH74564.1
A0A1X9WDJ5,merged_as_alt_id,GeneID:32959007
A0A410KLL3,merged_as_alt_id,GeneID:39331952
A0A509GUM8,truly_missing,
A0A7U3QS13,truly_missing,
A0A7U3QS18,truly_missing,
A0A7U3QS74,merged_as_alt_id,QPN53758.1
A0A7U3QSA5,merged_as_alt_id,QPN53685.1
A0A7U3T0I3,merged_as_alt_id,QPN53748.1
A0A7U3T110,truly_missing,
A0A803KLU6,truly_missing,
A0A803KLU9,truly_missing,
A0A803KLV1,truly_missing,
A0A803KLV3,truly_missing,
A0A803KLV4,truly_missing,
A0A803KLV6,truly_missing,
A0A803KLX1,truly_missing,
A0A803KLX4,truly_missing,
A0A803KLX7,truly_missing,
A0A803KLY5,truly_missing,
A0A803KLZ2,truly_missing,
A0A803KLZ8,truly_missing,
A0A803KLZ9,truly_missing,
A0A803KM00,truly_missing,
A0A803KM03,truly_missing,
A0A803KM04,truly_missing,
A0A803KM05,truly_missing,
A0A803KM06,truly_missing,
A0A803KM07,truly_missing,
A0A803KM08,truly_missing,
A0A803KM10,truly_missing,
A0A803KM12,truly_missing,
A0A803KM17,truly_missing,
A0A803KM21,truly_missing,
A0A803KM27,truly_missing,
A0A803KM34,truly_missing,
A0A803KM37,truly_missing,
A0A803KM49,truly_missing,
A0A803KM54,truly_missing,
A0A803KM57,truly_missing,
A0A803KM59,truly_missing,
A0A803KM63,truly_missing,
A0A803KM77,truly_missing,
A0A803KM78,truly_missing,
A0A803KM90,truly_missing,
A0A803KM93,truly_missing,
A0A803KM99,truly_missing,
A0A803KMA0,truly_missing,
A0A803KMA3,truly_missing,
A0A803KMA8,truly_missing,
A0A803KMB2,truly_missing,
A0A803KMB4,truly_missing,
A0A803KMB8,truly_missing,
A0A803KMC0,truly_missing,
A0A803KMC7,truly_missing,
A0A803KMC9,truly_missing,
A0A803KMD0,truly_missing,
A0A803KME2,truly_missing,
A0A803KME6,truly_missing,
A0A803KME7,truly_missing,
A0A803KMF0,truly_missing,
A0A803KMF2,truly_missing,
A0A803KMF4,truly_missing,
A0A803KMG0,truly_missing,
A0A803KMH4,truly_missing,
A0A803KMH8,truly_missing,
A0A803KMH9,truly_missing,
A0A803KMI0,truly_missing,
A0A803KMI2,truly_missing,
A0A803KMI3,truly_missing,
A0A803KMI8,truly_missing,
A0A803KMJ4,truly_missing,
A0A803KMJ8,truly_missing,
A0A803KMK4,truly_missing,
A0A803KMK9,truly_missing,
A0A803KMM3,truly_missing,
A0A803KMM4,truly_missing,
A0A803KMN5,truly_missing,
A0A803KMN6,truly_missing,
A0A803KMP3,truly_missing,
A0A803KMP6,truly_missing,
A0A803KMQ1,truly_missing,
A0A803KMQ3,truly_missing,
A0A803KMQ5,truly_missing,
A0A803KMR6,truly_missing,
A0A803KMS1,truly_missing,
A0A803KMS9,truly_missing,
A0A803KMT0,truly_missing,
A0A803KMT2,truly_missing,
A0A803KMT4,truly_missing,
A0A803KMT5,truly_missing,
A0A803KMT6,truly_missing,
A0A803KMT7,truly_missing,
A0A803KMT8,truly_missing,
A0A803KMT9,truly_missing,
A0A803KMU6,truly_missing,
A0A803KMU9,truly_missing,
A0A803KMV4,truly_missing,
A0A803KMV7,truly_missing,
A0A803KMW0,truly_missing,
A0A803KMW2,truly_missing,
A0A803KMW3,truly_missing,
A0A803KMW6,truly_missing,
A0A803KMW7,truly_missing,
A0A803KMW8,truly_missing,
A0A803KMX5,truly_missing,
A0A803KMX6,truly_missing,
A0A803KMX7,truly_missing,
A0A803KMX8,truly_missing,
A0A803KMY2,truly_missing,
A0A803KMY4,truly_missing,
A0A803KMY5,truly_missing,
A0A803KMZ0,truly_missing,
A0A803KMZ2,truly_missing,
A0A803KMZ4,truly_missing,
A0A803KMZ6,truly_missing,
A0A803KMZ9,truly_missing,
A0A803KN14,truly_missing,
A0A803KN25,truly_missing,
A0A803KN26,truly_missing,
A0A803KN34,truly_missing,
A0A803KN35,truly_missing,
A0A803KN38,truly_missing,
A0A803KN40,truly_missing,
A0A803KN45,truly_missing,
A0A803KN46,truly_missing,
A0A803KN47,truly_missing,
A0A803KN48,truly_missing,
A0A803KN51,truly_missing,
A0A803KN61,truly_missing,
A0A803KN63,truly_missing,
A0A803KN71,truly_missing,
A0A803KN76,truly_missing,
A0A803KN77,truly_missing,
A0A803KN83,truly_missing,
A0A803KN85,truly_missing,
A0A803KN92,truly_missing,
A0A803KN96,truly_missing,
A0A803KNC1,truly_missing,
A0A803KNC8,truly_missing,
A0A803KND0,truly_missing,
A0A803KNE3,truly_missing,
A0A803KNF2,truly_missing,
A0A803KNF3,truly_missing,
A0A803KNF4,truly_missing,
A0A803KNF5,truly_missing,
A0A803KNG9,truly_missing,
A0A803KNH2,truly_missing,
A0A803KNH5,truly_missing,
A0A803KNH9,truly_missing,
A0A803KNI2,truly_missing,
A0A803KNI5,truly_missing,
A0A803KNJ0,truly_missing,
A0A803KNJ1,truly_missing,
A0A803KNJ2,truly_missing,
A0A803KNJ9,truly_missing,
A0A803KNK0,truly_missing,
A0A803KNK5,truly_missing,
A0A803KNL2,truly_missing,
A0A803KNL4,truly_missing,
A0A803KNL6,truly_missing,
A0A803KNM0,truly_missing,
A0A803KNM1,truly_missing,
A0A803KNM3,truly_missing,
A0A803KNM5,truly_missing,
A0A803KNN1,truly_missing,
A0A803KNN3,truly_missing,
A0A803KNN7,truly_missing,
A0A803KNN8,truly_missing,
A0A803KNN9,truly_missing,
A0A803KNP0,truly_missing,
A0A803KNP2,truly_missing,
A0A803KNP3,truly_missing,
A0A803KNP7,truly_missing,
A0A803KNQ1,truly_missing,
A0A803KNQ2,truly_missing,
A0A803KNQ5,truly_missing,
A0A803KNQ6,truly_missing,
A0A803KNR0,truly_missing,
A0A803KNR2,truly_missing,
A0A803KNR4,truly_missing,
A0A803KNS2,truly_missing,
A0A803KNS3,truly_missing,
A0A803KNT9,truly_missing,
A0A803KNU1,truly_missing,
A0A803KNU5,truly_missing,
A0A803KNV3,truly_missing,
A0A803KNV4,truly_missing,
A0A803KNV8,truly_missing,
A0A803KNW1,truly_missing,
A0A803KNX9,truly_missing,
A0A803KNY4,truly_missing,
A0A803KNZ0,truly_missing,
A0A803KP12,truly_missing,
A0A803KP13,truly_missing,
A0A803KP14,truly_missing,
A0A803KP18,truly_missing,
A0A803KP20,truly_missing,
A0A803KP34,truly_missing,
A0A803KP41,truly_missing,
A0A803KP49,truly_missing,
A0A803KP71,truly_missing,
A0A803KP73,truly_missing,
A0A803KP76,truly_missing,
A0A803KP89,truly_missing,
A0A803KP91,truly_missing,
A0A803KPA1,truly_missing,
A0A803KPA4,truly_missing,
A0A803KPA5,truly_missing,
A0A803KPA7,truly_missing,
A0A803KPB2,truly_missing,
A0A803KPB4,truly_missing,
A0A803KPB5,truly_missing,
A0A803KPB8,truly_missing,
A0A803KPC0,truly_missing,
A0A803KPD0,truly_missing,
A0A803KPD2,truly_missing,
A0A803KPD5,truly_missing,
A0A803KPE4,truly_missing,
A0A803KPG0,truly_missing,
A0A803KPH3,truly_missing,
A0A803KPI0,truly_missing,
A0A803KPJ0,truly_missing,
A0A803KPJ4,truly_missing,
A0A803KPJ6,truly_missing,
A0A803KPK2,truly_missing,
A0A803KPK4,truly_missing,
A0A803KPK6,truly_missing,
A0A803KPL1,truly_missing,
A0A803KPL3,truly_missing,
A0A803KPL4,truly_missing,
A0A803KPN0,truly_missing,
A0A803KPN2,truly_missing,
A0A803KPN6,truly_missing,
A0A803KPN8,truly_missing,
A0A803KPP9,truly_missing,
A0A803KPQ4,truly_missing,
A0A803KPQ8,truly_missing,
A0A803KPR0,truly_missing,
A0A803KPR1,truly_missing,
A0A803KPS3,truly_missing,
A0A803KPT2,truly_missing,
A0A803KPT6,truly_missing,
A0A803KPT8,truly_missing,
A0A803KPT9,truly_missing,
A0A803KPU1,truly_missing,
A0A803KPV2,truly_missing,
A0A803KPV7,truly_missing,
A0A803KPW8,truly_missing,
A0A803KPY5,truly_missing,
A0A803KPZ3,truly_missing,
A0A803KPZ4,truly_missing,
A0A803KQ02,truly_missing,
A0A803KQ07,truly_missing,
A0A803KQ09,truly_missing,
A0A803KQ15,truly_missing,
A0A803KQ19,truly_missing,
A0A803KQ31,truly_missing,
A0A803KQ33,truly_missing,
A0A803KQ44,truly_missing,
A0A803KQ52,truly_missing,
A0A803KQ56,truly_missing,
A0A803KQ74,truly_missing,
A0A803KQ75,truly_missing,
A0A803KQ77,truly_missing,
A0A803KQ78,truly_missing,
A0A803KQ79,truly_missing,
A0A803KQ80,truly_missing,
A0A803KQ83,truly_missing,
A0A803KQ86,truly_missing,
A0A803KQ90,truly_missing,
A0A803KQ94,truly_missing,
A0A803KQA7,truly_missing,
A0A803KQB5,truly_missing,
A0A803KQB8,truly_missing,
A0A803KQD0,truly_missing,
A0A803KQD1,truly_missing,
A0A803KQD7,truly_missing,
A0A803KQD8,truly_missing,
A0A803KQE4,truly_missing,
A0A803KQG0,truly_missing,
A0A803KQG2,truly_missing,
A0A803KQG9,truly_missing,
A0A803KQH6,truly_missing,
A0A803KQH8,truly_missing,
A0A803KQI3,truly_missing,
A0A803KQI4,truly_missing,
A0A803KQJ0,truly_missing,
A0A803KQJ4,truly_missing,
A0A803KQJ7,truly_missing,
A0A803KQL0,truly_missing,
A0A803KQN4,truly_missing,
A0A803KQN9,truly_missing,
A0A803KQP3,truly_missing,
A0A803KQQ0,truly_missing,
A0A803KQT0,truly_missing,
A0A803KQT1,truly_missing,
A0A803KQT9,truly_missing,
A0A803KQU4,truly_missing,
A0A803KQU7,truly_missing,
A0A803KQV2,truly_missing,
A0A803KQV3,truly_missing,
A0A803KQV5,truly_missing,
A0A803KQV8,truly_missing,
A0A803KQW1,truly_missing,
A0A803KQW5,truly_missing,
A0A803KQW6,truly_missing,
A0A803KQX4,truly_missing,
A0A803KQY3,truly_missing,
A0A803KQY6,truly_missing,
A0A803KQZ1,truly_missing,
A0A803KQZ5,truly_missing,
A0A803KR12,truly_missing,
A0A803KR25,truly_missing,
A0A803KR27,truly_missing,
A0A803KR33,truly_missing,
A0A803KR44,truly_missing,
A0A803KR47,truly_missing,
A0A803KR50,truly_missing,
A0A803KR57,truly_missing,
A0A803KR59,truly_missing,
A0A803KR61,truly_missing,
A0A803KR68,truly_missing,
A0A803KR71,truly_missing,
A0A803KR74,truly_missing,
A0A803KR78,truly_missing,
A0A803KR82,truly_missing,
A0A803KR84,truly_missing,
A0A803KR90,truly_missing,
A0A803KR95,truly_missing,
A0A803KR96,truly_missing,
A0A803KRB7,truly_missing,
A0A803KRC7,truly_missing,
A0A803KRD2,truly_missing,
A0A803KRD9,truly_missing,
A0A803KRE0,truly_missing,
A0A803KRG1,truly_missing,
A0A803KRG4,truly_missing,
A0A803KRG7,truly_missing,
A0A803KRG8,truly_missing,
A0A803KRH8,truly_missing,
A0A803KRH9,truly_missing,
A0A803KRL6,truly_missing,
A0A803KRM3,truly_missing,
A0A803KRM9,truly_missing,
A0A803KRN1,truly_missing,
A0A803KRN2,truly_missing,
A0A803KRN5,truly_missing,
A0A803KRP2,truly_missing,
A0A803KRQ5,truly_missing,
A0A803KRQ6,truly_missing,
A0A803KRR0,truly_missing,
A0A803KRS6,truly_missing,
A0A803KRT4,truly_missing,
A0A803KRU0,truly_missing,
A0A803KRU6,truly_missing,
A0A803KRU7,truly_missing,
A0A803KRV5,truly_missing,
A0A803KRW6,truly_missing,
A0A803KRW7,truly_missing,
A0A803KRX7,truly_missing,
A0A803KS00,truly_missing,
A0A803KS02,truly_missing,
A0A803KS35,truly_missing,
A0A803KS37,truly_missing,
A0A803KS39,truly_missing,
A0A803KS42,truly_missing,
A0A803KS49,truly_missing,
A0A803KS65,truly_missing,
A0A803KS66,truly_missing,
A0A803KS68,truly_missing,
A0A803KS69,truly_missing,
A0A803KS87,truly_missing,
A0A803KS93,truly_missing,
A0A803KS98,truly_missing,
A0A803KSA3,truly_missing,
A0A803KSA4,truly_missing,
A0A803KSA5,truly_missing,
A0A803KSA8,truly_missing,
A0A803KSA9,truly_missing,
A0A803KSC1,truly_missing,
A0A803KSC4,truly_missing,
A0A803KSC7,truly_missing,
A0A803KSC8,truly_missing,
A0A803KSD2,truly_missing,
A0A803KSE1,truly_missing,
A0A803KSE3,truly_missing,
A0A803KSE9,truly_missing,
A0A803KSG2,truly_missing,
A0A803KSG9,truly_missing,
A0A803KSH0,truly_missing,
A0A803KSI5,truly_missing,
A0A803KSI7,truly_missing,
A0A803KSJ3,truly_missing,
A0A803KSJ5,truly_missing,
A0A803KSJ8,truly_missing,
A0A803KSK3,truly_missing,
A0A803KSL2,truly_missing,
A0A803KSL6,truly_missing,
A0A803KSL7,truly_missing,
A0A803KSM0,truly_missing,
A0A803KSM2,truly_missing,
A0A803KSM3,truly_missing,
A0A803KSM4,truly_missing,
A0A803KSM5,truly_missing,
A0A803KSM6,truly_missing,
A0A803KSM7,truly_missing,
A0A803KSN4,truly_missing,
A0A803KSN5,truly_missing,
A0A803KSP0,truly_missing,
A0A803KSP3,truly_missing,
A0A803KSP9,truly_missing,
A0A803KSQ7,truly_missing,
A0A803KSR3,truly_missing,
A0A803KSR5,truly_missing,
A0A803KSR8,truly_missing,
A0A803KSR9,truly_missing,
A0A803KSS3,truly_missing,
A0A803KSS5,truly_missing,
A0A803KSS9,truly_missing,
A0A803KST0,truly_missing,
A0A803KST6,truly_missing,
A0A803KST9,truly_missing,
A0A803KSU1,truly_missing,
A0A803KSU4,truly_missing,
A0A803KSU5,truly_missing,
A0A803KSV4,truly_missing,
A0A803KSV5,truly_missing,
A0A803KSV6,truly_missing,
A0A803KSW7,truly_missing,
A0A803KSX5,truly_missing,
A0A803KSX7,truly_missing,
A0A803KSY1,truly_missing,
A0A803KSY2,truly_missing,
A0A803KSZ5,truly_missing,
A0A803KT06,truly_missing,
A0A803KT11,truly_missing,
A0A803KT22,truly_missing,
A0A803KT32,truly_missing,
A0A803KT33,truly_missing,
A0A803KT35,truly_missing,
A0A803KT48,truly_missing,
A0A803KT59,truly_missing,
A0A803KT62,truly_missing,
A0A803KT63,truly_missing,
A0A803KT64,truly_missing,
A0A803KT79,truly_missing,
A0A803KT89,truly_missing,
A0A803KT95,truly_missing,
A0A803KTB1,truly_missing,
A0A803KTC5,truly_missing,
A0A803KTD2,truly_missing,
A0A803KTD3,truly_missing,
A0A803KTD6,truly_missing,
A0A803KTE3,truly_missing,
A0A803KTE4,truly_missing,
A0A803KTE5,truly_missing,
A0A803KTE6,truly_missing,
A0A803KTF3,truly_missing,
A0A803KTG9,truly_missing,
A0A803KTH6,truly_missing,
A0A803KTH8,truly_missing,
A0A803KTH9,truly_missing,
A0A803KTI0,truly_missing,
A0A803KTI5,truly_missing,
A0A803KTI9,truly_missing,
A0A803KTJ1,truly_missing,
A0A803KTJ3,truly_missing,
A0A803KTK5,truly_missing,
A0A803KTK9,truly_missing,
A0A803KTL2,truly_missing,
A0A803KTM0,truly_missing,
A0A803KTM1,truly_missing,
A0A803KTM2,truly_missing,
A0A803KTM9,truly_missing,
A0A803KTN6,truly_missing,
A0A803KTP2,truly_missing,
A0A803KTQ4,truly_missing,
A0A803KTR5,truly_missing,
A0A803KTS0,truly_missing,
A0A803KTS2,truly_missing,
A0A803KTS3,truly_missing,
A0A803KTU1,truly_missing,
A0A803KTU5,truly_missing,
A0A803KTU7,truly_missing,
A0A803KTV1,truly_missing,
A0A803KTV4,truly_missing,
A0A803KTV6,truly_missing,
A0A803KTV8,truly_missing,
A0A803KTW3,truly_missing,
A0A803KTW7,truly_missing,
A0A803KTX6,truly_missing,
A0A803KTY2,truly_missing,
A0A803KTY5,truly_missing,
A0A803KTZ0,truly_missing,
A0A803KTZ5,truly_missing,
A0A803KU00,truly_missing,
A0A803KU04,truly_missing,
A0A803KU11,truly_missing,
A0A803KU13,truly_missing,
A0A803KU14,truly_missing,
A0A803KU16,truly_missing,
A0A803KU19,truly_missing,
A0A803KU20,truly_missing,
A0A803KU25,truly_missing,
A0A803KU28,truly_missing,
A0A803KU35,truly_missing,
A0A803KU36,truly_missing,
A0A803KU37,truly_missing,
A0A803KU39,truly_missing,
A0A803KU40,truly_missing,
A0A803KU42,truly_missing,
A0A803KU48,truly_missing,
A0A803KU51,truly_missing,
A0A803KU52,truly_missing,
A0A803KU55,truly_missing,
A0A803KU60,truly_missing,
A0A803KU61,truly_missing,
A0A803KU67,truly_missing,
A0A803KU70,truly_missing,
A0A803KU75,truly_missing,
A0A803KU85,truly_missing,
A0A803KU89,truly_missing,
A0A803KUA2,truly_missing,
A0A803KUA6,truly_missing,
A0A803KUA7,truly_missing,
A0A803KUB9,truly_missing,
A0A803KUD1,truly_missing,
A0A803KUE3,truly_missing,
A0A803KUE5,truly_missing,
A0A803KUF3,truly_missing,
A0A803KUF8,truly_missing,
A0A803KUF9,truly_missing,
A0A803KUG1,truly_missing,
A0A803KUG8,truly_missing,
A0A803KUH6,truly_missing,
A0A803KUH8,truly_missing,
A0A803KUI6,truly_missing,
A0A803KUI7,truly_missing,
A0A803KUJ4,truly_missing,
A0A803KUK4,truly_missing,
A0A803KUK5,truly_missing,
A0A803KUK7,truly_missing,
A0A803KUM4,truly_missing,
A0A803KUM6,truly_missing,
A0A803KUN4,truly_missing,
A0A803KUP4,truly_missing,
A0A803KUQ0,truly_missing,
A0A803KUQ4,truly_missing,
A0A803KUS5,truly_missing,
A0A803KUU6,truly_missing,
A0A803KUV2,truly_missing,
A0A803KUV7,truly_missing,
A0A803KUW6,truly_missing,
A0A803KUX3,truly_missing,
A0A803KUX5,truly_missing,
A0A803KUX6,truly_missing,
A0A803KUY6,truly_missing,
A0A803KUY9,truly_missing,
A0A803KUZ1,truly_missing,
A0A803KV01,truly_missing,
A0A803KV03,truly_missing,
A0A803KV10,truly_missing,
A0A803KV16,truly_missing,
A0A803KV22,truly_missing,
A0A803KV23,truly_missing,
A0A803KV28,truly_missing,
A0A803KV36,truly_missing,
A0A803KV40,truly_missing,
A0A803KV59,truly_missing,
A0A803KV60,truly_missing,
A0A803KV62,truly_missing,
A0A803KV71,truly_missing,
A0A803KV74,truly_missing,
A0A803KV77,truly_missing,
A0A803KV80,truly_missing,
A0A803KV87,truly_missing,
A0A803KV89,truly_missing,
A0A803KV96,truly_missing,
A0A803KVA2,truly_missing,
A0A803KVB5,truly_missing,
A0A803KVB7,truly_missing,
A0A803KVC1,truly_missing,
A0A803KVC4,truly_missing,
A0A803KVD1,truly_missing,
A0A803KVD3,truly_missing,
A0A803KVE3,truly_missing,
A0A803KVF0,truly_missing,
A0A803KVF1,truly_missing,
A0A803KVG1,truly_missing,
A0A803KVG2,truly_missing,
A0A803KVG8,truly_missing,
A0A803KVH1,truly_missing,
A0A803KVH3,truly_missing,
A0A803KVH8,truly_missing,
A0A803KVI0,truly_missing,
A0A803KVI1,truly_missing,
A0A803KVI2,truly_missing,
A0A803KVI6,truly_missing,
A0A803KVJ2,truly_missing,
A0A803KVJ4,truly_missing,
A0A803KVJ8,truly_missing,
A0A803KVK3,truly_missing,
A0A803KVK4,truly_missing,
A0A803KVK8,truly_missing,
A0A803KVL7,truly_missing,
A0A803KVL8,truly_missing,
A0A803KVN0,truly_missing,
A0A803KVN7,truly_missing,
A0A803KVQ0,truly_missing,
A0A803KVQ3,truly_missing,
A0A803KVR2,truly_missing,
A0A803KVR4,truly_missing,
A0A803KVR5,truly_missing,
A0A803KVR7,truly_missing,
A0A803KVR8,truly_missing,
A0A803KVR9,truly_missing,
A0A803KVT0,truly_missing,
A0A803KVT2,truly_missing,
A0A803KVU1,truly_missing,
A0A803KVU8,truly_missing,
A0A803KVW1,truly_missing,
A0A803KVX0,truly_missing,
A0A803KVX5,truly_missing,
A0A803KVY0,truly_missing,
A0A803KVY1,truly_missing,
A0A803KVY3,truly_missing,
A0A803KVY7,truly_missing,
A0A803KVY8,truly_missing,
A0A803KVZ6,truly_missing,
A0A803KW19,truly_missing,
A0A803KW25,truly_missing,
A0A803KW35,truly_missing,
A0A803KW36,truly_missing,
A0A803KW44,truly_missing,
A0A803KW49,truly_missing,
A0A803KW51,truly_missing,
A0A803KW53,truly_missing,
A0A803KW55,truly_missing,
A0A803KW56,truly_missing,
A0A803KW60,truly_missing,
A0A803KW61,truly_missing,
A0A803KW62,truly_missing,
A0A803KW63,truly_missing,
A0A803KW64,truly_missing,
A0A803KW68,truly_missing,
A0A803KW69,truly_missing,
A0A803KW70,truly_missing,
A0A803KW76,truly_missing,
A0A803KW83,truly_missing,
A0A803KW84,truly_missing,
A0A803KW91,truly_missing,
A0A803KWA8,truly_missing,
A0A803KWB2,truly_missing,
A0A803KWB3,truly_missing,
A0A803KWC0,truly_missing,
A0A803KWC8,truly_missing,
A0A803KWD4,truly_missing,
A0A803KWD5,truly_missing,
A0A803KWD7,truly_missing,
A0A803KWD9,truly_missing,
A0A803KWE2,truly_missing,
A0A803KWE7,truly_missing,
A0A803KWF2,truly_missing,
A0A803KWF5,truly_missing,
A0A803KWG9,truly_missing,
A0A803KWH0,truly_missing,
A0A803KWH3,truly_missing,
A0A803KWI5,truly_missing,
A0A803KWJ6,truly_missing,
A0A803KWJ9,truly_missing,
A0A803KWK3,truly_missing,
A0A803KWM1,truly_missing,
A0A803KWN2,truly_missing,
A0A803KWP0,truly_missing,
A0A803KWP3,truly_missing,
A0A803KWP4,truly_missing,
A0A803KWP5,truly_missing,
A0A803KWP6,truly_missing,
A0A803KWP7,truly_missing,
A0A803KWP8,truly_missing,
A0A803KWR4,truly_missing,
A0A803KWS1,truly_missing,
A0A803KWS8,truly_missing,
A0A803KWT0,truly_missing,
A0A803KWT6,truly_missing,
A0A803KWU4,truly_missing,
A0A803KWV6,truly_missing,
A0A803KWW3,truly_missing,
A0A803KWY3,truly_missing,
A0A803KWY4,truly_missing,
A0A803KX19,truly_missing,
A0A803KX22,truly_missing,
A0A803KX24,truly_missing,
A0A803KX25,truly_missing,
A0A803KX40,truly_missing,
A0A803KX43,truly_missing,
A0A803KX47,truly_missing,
A0A803KX48,truly_missing,
A0A803KX55,truly_missing,
A0A803KX57,truly_missing,
A0A803KX61,truly_missing,
A0A803KX71,truly_missing,
A0A803KX73,truly_missing,
A0A803KX80,truly_missing,
A0A803KX84,truly_missing,
A0A803KX85,truly_missing,
A0A803KX86,truly_missing,
A0A803KX89,truly_missing,
A0A803KX94,truly_missing,
A0A803KXA7,truly_missing,
A0A803KXB1,truly_missing,
A0A803KXB3,truly_missing,
A0A803KXB4,truly_missing,
A0A803KXB8,truly_missing,
A0A803KXC3,truly_missing,
A0A803KXD2,truly_missing,
A0A803KXE4,truly_missing,
A0A803KXE9,truly_missing,
A0A803KXI0,truly_missing,
A0A803KXI5,truly_missing,
A0A803KXJ3,truly_missing,
A0A803KXJ5,truly_missing,
A0A803KXK1,truly_missing,
A0A803KXK2,truly_missing,
A0A803KXK3,truly_missing,
A0A803KXL7,truly_missing,
A0A803KXM2,truly_missing,
A0A803KXM6,truly_missing,
A0A803KXN6,truly_missing,
A0A803KXP3,truly_missing,
A0A803KXP9,truly_missing,
A0A803KXR7,truly_missing,
A0A803KXS7,truly_missing,
A0A803KXU5,truly_missing,
A0A803KXU7,truly_missing,
A0A803KXU9,truly_missing,
A0A803KXW8,truly_missing,
A0A803KXX2,truly_missing,
A0A803KXX8,truly_missing,
A0A803KXZ2,truly_missing,
A0A803KY02,truly_missing,
A0A803KY04,truly_missing,
A0A803KY11,truly_missing,
A0A803KY15,truly_missing,
A0A803KY22,truly_missing,
A0A803KY23,truly_missing,
A0A803KY26,truly_missing,
A0A803KY30,truly_missing,
A0A803KY54,truly_missing,
A0A803KY68,truly_missing,
A0A803KY69,truly_missing,
A0A803KY85,truly_missing,
A0A803KYC1,truly_missing,
A0A803KYC4,truly_missing,
A0A803KYC5,truly_missing,
A0A803KYE9,truly_missing,
A0A803KYF3,truly_missing,
A0A803KYH7,truly_missing,
A0A803KYI3,truly_missing,
A0A803KYI4,truly_missing,
A0A803KYI8,truly_missing,
A0A803KYK2,truly_missing,
